labels,text,phone_number
spam,For sale - arsenal dartboard. Good condition but no doubles or trebles!,816-928-3356
ham,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,8967614287
ham,"My painful personal thought- \I always try to keep everybody happy all the time. But nobody recognises me when i am alone\""""",9673787354
ham,Thanks for ve lovely wisheds. You rock,7893619278
ham,You intrepid duo you! Have a great time and see you both soon. ,9894373766
ham,I asked sen to come chennai and search for job.,7399955320
ham,Dad went out oredi... ,8482442264
ham,"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet.",8700760590
ham,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...,7670948903
ham,"Arms fine, how's Cardiff and uni? ",6906532778
ham,In fact when do you leave? I think addie goes back to school tues or wed,7706585272
ham,"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: \GOODMORNING &amp; HAVE A NICE DAY\"" :)""",7784233367
ham,Ya:)going for restaurant..,8349865783
ham,"Its ok., i just askd did u knw tht no?",6729469855
spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or å£250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,178-333-3766
ham,Those ducking chinchillas,9699246925
ham,I am in a marriage function,6197556576
ham,Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.,6394084032
ham,Don‰Û÷t give a flying monkeys wot they think and I certainly don‰Û÷t mind. Any friend of mine and all that!,7944478798
spam,As a registered optin subscriber ur draw 4 å£100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts,334-444-4055
ham,say thanks2. ,6127720491
ham,Msg me when rajini comes.,7853989828
ham,Ya! when are Ì_ taking ure practical lessons? I start in june..  ,7383852338
ham,"That's good, because I need drugs",7419991229
ham,Stupid.its not possible,9733841782
ham,Can Ì_ all decide faster cos my sis going home liao..,7744527688
spam,Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804,477-784-2390
ham,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..,9443911917
spam,CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Callså£1/minmoremobsEMSPOBox45PO139WA,885-931-8178
ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",8130231370
spam,Bought one ringtone and now getting texts costing 3 pound offering more tones etc,627-952-2271
ham,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D",8187726753
ham,Kinda. First one gets in at twelve! Aah. Speak tomo,9924780543
spam,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a å£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",822-555-2392
ham,Ok good then i later come find Ì_... C lucky i told Ì_ to go earlier... Later pple take finish Ì_ no more again...,6425351625
ham,Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.,6146958702
spam,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+",332-592-1413
ham,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,6208690080
ham,I wont touch you with out your permission.,8351627454
spam,Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Callså£1/minMobsmoreLKPOBOX177HP51FL,927-538-6667
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",8626746093
ham,Take some small dose tablet for fever,8253674923
ham,Oh. U must have taken your REAL Valentine out shopping first.,6705573507
ham,"Just sent you an email ‰ÛÒ to an address with incomm in it, is that right?",6811023560
ham,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early",6697318874
ham,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",7579158167
ham,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!",9929308441
ham,I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?,9346121800
ham,Why you keeping me away like this,9199066112
ham,I think its far more than that but find out. Check google maps for a place from your dorm.,9970930198
ham,My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.,6335330824
ham,Have you always been saying welp?,8186619751
ham,"I'm a guy, browsin is compulsory",8257604731
ham,Ok...,6841582074
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,8175124198
ham,"Sorry, I'll call later",7874360473
ham,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)",9504397296
ham,"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea",6658329608
ham,I told your number to gautham..,7117255600
ham,Tell them no need to investigate about me anywhere.,6807622660
ham,Ok i juz receive..,9363801905
ham,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later.",6690274503
spam,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz",961-527-5980
ham,In the end she might still vomit but its okay. Not everything will come out.,9230347861
ham,How are you with moneY...as in to you...money aint a thing....how are you sha!,9986871501
ham,It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c,6541441799
ham,Hey gals.. Anyone of u going down to e driving centre tmr?,6104952290
ham,I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.,7582474448
ham,I'm putting it on now. It should be ready for  &lt;TIME&gt; ,6905640542
ham,"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon",9114569977
spam,"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO",719-232-8023
ham,Host-based IDPS for linux systems.,9547262569
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",160-135-9931
ham,Don no da:)whats you plan?,9928248499
ham,Ill be there on  &lt;#&gt;  ok.,9943901056
ham,Oh my God. I'm almost home,8705874362
ham,Total video converter free download type this in google search:),6865651086
spam,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.,722-858-4622
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",7872598551
ham,Sounds like something that someone testing me would sayy,8843395811
ham,When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.,6212084185
ham,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)",8813500203
ham,Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?,7668139212
ham,"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*",8790921643
ham,Hows the champ just leaving glasgow!,9546248041
ham,K:)all the best:)congrats...,9369807117
ham,I wonder if you'll get this text?,7840522652
ham,I need to come home and give you some good lovin...,7387560028
spam,Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.,788-265-6834
ham,Shall i ask one thing if you dont mistake me.,8302325410
ham,Check wid corect speling i.e. Sarcasm,8352953661
spam,"URGENT! Your Mobile No was awarded a å£2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate",884-402-2646
ham,Are you angry with me. What happen dear,8756702219
ham,I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.,7627037396
ham,Yup ok thanx...,9889950212
ham,Hi:)cts employee how are you?,7917444197
ham,Pls pls find out from aunt nike.,6389608983
ham,"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you",7821745472
ham,No screaming means shouting..,6743056115
ham,Hey what happen de. Are you alright.,6591001488
ham,Should I have picked up a receipt or something earlier,7705833019
ham,I think chennai well settled?,7283381888
ham,Oh dang! I didn't mean o send that to you! Lol!,9368033783
ham,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th,7420176244
ham,Horrible bf... I now v hungry...,8797704343
ham,Remember on that day..,7286532084
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,310-457-7870
ham,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!,9513296016
ham,All sounds good. Fingers . Makes it difficult to type,9452820031
ham,Midnight at the earliest,6161890121
ham,You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?,9123475801
ham,K come to nordstrom when you're done,7988048760
ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,8349037637
ham,Now press conference da:),6807489047
spam,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow",350-764-3096
ham,After completed degree. There is no use in joining finance.,8921934640
ham,"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?",6145007151
ham,Shant disturb u anymore... Jia you...,7680444211
ham,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...,7869950504
ham,"Me, i dont know again oh",7971125000
ham,Dude sux for snake. He got old and raiden got buff,9883178613
ham,He says hi and to get your ass back to south tampa (preferably at a kegger),9259497989
ham,In e msg jus now. U said thanks for gift.,9989401019
ham,U too...,8742982718
ham,Ok how you dear. Did you call chechi,8884897951
ham,Yeah we do totes. When u wanna?,8308186881
ham,Ok i found dis pierre cardin one which looks normal costs 20 its on sale.,7398962010
ham,Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-),9638609641
ham,Wat r u doing?,9873526245
ham,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side,7508478015
ham,"Single line with a big meaning::::: \Miss anything 4 ur \""Best Life\"" but",6365578767
ham,"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?",8475652758
ham,Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.,9281289342
ham,Dude just saw a parked car with its sunroof popped up. Sux,7170782585
ham,Get ready to put on your excellent sub face :),9740029549
ham,Tmrw. Im finishing 9 doors,9204240879
ham,"The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him.",7893081543
ham,I am late. I will be there at,9760624716
ham,"whatever, im pretty pissed off.",9160222652
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,6918180745
ham,I dont have that much image in class.,6700789567
ham,No:-)i got rumour that you going to buy apartment in chennai:-),8817594315
ham,Near kalainar tv office.thenampet,9915070345
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL,664-773-6533
spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL,214-843-5969
ham,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.,9673344518
ham,"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao...",9898169437
ham,No. To be nosy I guess. Idk am I over reacting if I'm freaked?,8292558529
ham,"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same.",9445411781
ham,How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..,9898116807
ham,"Why is that, princess? I bet the brothas are all chasing you!",7178759638
ham,"I shall book chez jules for half eight, if that's ok with you?",8416537445
ham,Hhahhaahahah rofl wtf nig was leonardo in your room or something,9293696350
ham,"Yep, at derek's house now, see you Sunday &lt;3",6184939134
ham,"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day",6654836575
ham,"Sorry, I'll call later",7859987304
ham,I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.,8706162785
ham,There are no other charges after transfer charges and you can withdraw anyhow you like,6849525582
ham,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",7861103008
ham,At 4. Let's go to bill millers,6758376384
ham,I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo,9956235615
ham,"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)",9606783940
ham,That's my honeymoon outfit. :),7590332033
ham,Will it help if we propose going back again tomorrow,7864519025
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04,346-628-1909
ham,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,9328504791
ham,Pls confirm the time to collect the cheque.,9459862659
spam,As a Registered Subscriber yr draw 4 a å£100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062,486-777-5136
spam,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,679-497-3641
ham,Daddy will take good care of you :),8243601179
ham,"Yeah probably, I still gotta check out with leo",6794525577
ham,K.then any other special?,6135102814
ham,Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass,8967380202
ham,Ok pa. Nothing problem:-),8250875825
ham,Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?! ,6801039095
ham,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U",6765839261
ham,When you came to hostel.,8886551167
ham,Ok no prob... I'll come after lunch then...,7162144949
ham,Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...,8216897661
ham,Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?,9715721261
ham,You all ready for * big day tomorrow?,8979757738
ham,I'll probably be around mu a lot,8170673210
ham,645,6156658505
spam,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!,409-628-2187
ham,Thnx dude. u guys out 2nite?,8170302455
ham,Me sef dey laugh you. Meanwhile how's my darling anjie!,6957665641
ham,Mm i had my food da from out,7911401961
ham,"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas",9465440939
ham,Did u download the fring app?,6259279875
ham,The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible,6823568431
ham,Friends that u can stay on fb chat with,9327923322
ham,"Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ...",6752546989
ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-",6868633556
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,244-710-5711
ham,"Ah, well that confuses things, doesn‰Û÷t it?",8891305071
spam,500 free text msgs. Just text ok to 80488 and we'll credit your account,190-929-1764
ham,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,7909744716
ham,Dear how you. Are you ok?,6793917991
spam,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth å£350! To Claim, Call London 02072069400. Bx 526, SW73SS",258-198-1573
ham,Yes princess! I want to make you happy...,6167741970
ham,Sounds like you have many talents! would you like to go on a dinner date next week?,8571885244
ham,I am going to film 2day da. At 6pm. Sorry da.,9909530360
ham,We not watching movie already. Xy wants 2 shop so i'm shopping w her now.,9328134251
ham,Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss,8117720216
ham,Yesterday its with me only . Now am going home.,6353971617
spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p",430-709-8362
ham,"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for",6928195437
ham,"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me",6866863397
spam,"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their \suppliers\""",101-810-8705
ham,Great comedy..cant stop laughing da:),9181422226
spam,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242,771-484-4116
ham,"Alright, we're all set here, text the man",8543029088
ham,"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?",9517824765
ham,Sleeping nt feeling well,9327111987
ham,U WILL SWITCH YOUR FONE ON DAMMIT!!,6668843173
ham,India have to take lead:),6954754317
ham,I.ll post her out l8r. In class,8494244838
ham,Thts wat Wright Brother did to fly..,9710349702
ham,"Evening * v good if somewhat event laden. Will fill you in, don't you worry ‰Û_ Head * ok but throat * wrecked. See you at six then!",9497660510
ham,If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:),9626627362
ham,ITS A LAPTOP TAKE IT WITH YOU.,6904712728
ham,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,9649392277
ham,I wan but too early lei... Me outside now wun b home so early... Neva mind then...,7657860683
spam,"For ur chance to win a å£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk",599-884-2356
ham,I was at bugis juz now wat... But now i'm walking home oredi... ÌÏ so late then reply... I oso saw a top dat i like but din buy... Where r Ì_ now? ,7324496791
ham,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance..""",7815501903
ham,At 7 we will go ok na.,9825611137
ham,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :),7816981237
ham,S:-)if we have one good partnership going we will take lead:),9930568627
spam,RGENT! This is the 2nd attempt to contact U!U have WON å£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxå£7. 50,267-600-5491
ham,"Yeah, where's your class at?",6167024829
ham,No just send to you. Bec you in temple na.,8645528177
ham,"You aren't coming home between class, right? I need to work out and shower!",8426741419
spam,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Callså£1/minMobsmoreLKPOBOX177HP51FL,301-100-6133
ham,S but mostly not like that.,6619789530
ham,ÌÏ v ma fan...,8421121764
ham,Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...,7393242054
ham,Guess who spent all last night phasing in and out of the fourth dimension,8643905407
ham,So now my dad is gonna call after he gets out of work and ask all these crazy questions.,8834621998
ham,"Yes..but they said its IT.,",8198346363
ham,Very hurting n meaningful lines ever: \I compromised everything for my love,8262475172
ham,Lmao!nice 1,6955622695
ham,Glad to see your reply.,9691623657
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,461-454-9895
spam,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.,347-209-6285
ham,Nah dub but je still buff,8452799927
ham,Painful words- \I thought being Happy was the most toughest thing on Earth... But,6449713197
ham,"Yeah, that's fine! It's å£6 to get in, is that ok? ",6655929202
ham,Lol where do u come up with these ideas?,6343136558
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",8555549975
ham,"Today is \song dedicated day..\"" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...""",6862939693
ham,Okay... We wait ah,6397950971
ham,Y lei?,6307029352
ham,HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX,8705550194
ham,Already am squatting is the new way of walking,9408312265
ham,Do you want bold 2 or bb torch,7117098621
ham,Cramps stopped. Going back to sleep,9190642511
spam,todays vodafone numbers ending with 0089(my last four digits) are selected to received a å£350 award. If your number matches please call 09063442151 to claim your å£350 award,519-450-8579
spam,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,260-209-3930
ham,Nan sonathaya soladha. Why boss?,9569660182
ham,Bring tat cd don forget,9573996783
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. å£1.50 SP:Tyrone,362-151-8173
ham,I don't know but I'm raping dudes at poker,7466401658
ham,Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.,9134581023
ham,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.,8977407011
ham,ÌÏ eatin later but i'm eatin wif my frens now lei... ÌÏ going home first? ,7959250881
ham,Finish already... Yar they keep saying i mushy... I so embarrassed ok...,7642975343
ham,"Sorry man, my stash ran dry last night and I can't pick up more until sunday",6201017031
ham,Hai priya are you right. What doctor said pa. Where are you.,9419352772
spam,"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service.",421-787-1006
ham,Ok...,6709847632
ham,Please ask mummy to call father,9237058756
ham,Can come my room but cannot come my house cos my house still messy... Haha...,7591938645
ham,I have lost 10 kilos as of today!,6598166131
ham,Just taste fish curry :-P,8924010951
ham,What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; don't worry.,7308459627
ham,Yun ah.now Ì_ wkg where?btw if Ì_ go nus sc. ÌÏ wana specialise in wad?,6837598087
ham,Yes! I am a one woman man! Please tell me your likes and dislikes in bed...,7774296361
ham,Was doing my test earlier. I appreciate you. Will call you tomorrow.,7262353088
ham,"How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?",6633481066
ham,U meet other fren dun wan meet me ah... Muz b a guy rite...,8182468620
ham,"(No promises on when though, haven't even gotten dinner yet)",8335954039
ham,I got your back! Do you have any dislikes in bed?,8522385478
ham,o turns out i had stereo love on mi phone under the unknown album.,8533461865
spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,385-638-5108
ham,Yeah I don't see why not,8698311977
ham,Asking do u knw them or nt? May be ur frnds or classmates?,7422939099
ham,"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!",9608548936
spam,WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.,412-592-1857
ham,"As in missionary hook up, doggy hook up, standing...|",8697003009
ham,Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..,8824184059
ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",7722234898
ham,Am watching house ‰ÛÒ very entertaining ‰ÛÒ am getting the whole hugh laurie thing ‰ÛÒ even with the stick ‰ÛÒ indeed especially with the stick.,8782359407
ham,Thought praps you meant another one. Goodo! I'll look tomorrow ,7200221504
ham,"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur åÔrents mayb interested in it, I hav 12,000pes, so around å£48, tb, James.",7857811444
ham,There bold 2  &lt;#&gt; . Is that yours,7200867053
ham,You know there is. I shall speak to you in  &lt;#&gt;  minutes then,7371848728
ham,"\ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.\""""",7641025433
ham,I went to project centre,9411411798
ham,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,9620101513
ham,Lol yeah at this point I guess not,6318424682
ham,Doing project w frens lor. ,7790387468
ham,Lol. Well quality aint bad at all so i aint complaining,6743984273
ham,"K, can that happen tonight?",9401552343
spam,"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive å£5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....",365-832-7313
ham,"I think we're going to finn's now, come",6743470814
ham,Why tired what special there you had,6980605441
ham,I will come tomorrow di,7187291335
ham,I cant pick the phone right now. Pls send a message,6397314334
ham,K go and sleep well. Take rest:-).,8209436277
ham,U guys never invite me anywhere :(,8617400797
spam,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise ofå£2000 CASH 18+only. To opt out txt X to 07786200117,894-464-3032
ham,I can do that! I want to please you both inside and outside the bedroom...,6622248747
ham,"\EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.\""""",7692389740
ham,I love to wine and dine my lady!,9575845801
spam,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15,810-569-5703
